date,country,ticker,top_5_weight,tech_sector_weight,n_holdings_used,status,notes
2016-06-30,Australia,EWA US Equity,36.5565,0.0,74,ok,pct(sum=98.8)
2016-09-30,Australia,EWA US Equity,37.6104,0.0,73,ok,pct(sum=99.1)
2016-12-31,Australia,EWA US Equity,39.8815,0.0,72,ok,pct(sum=99.3)
2017-03-31,Australia,EWA US Equity,39.3254,0.0,74,ok,pct(sum=98.2)
2017-06-30,Australia,EWA US Equity,37.29,0.0,73,ok,pct(sum=97.9)
2017-09-30,Australia,EWA US Equity,38.3726,0.0,72,ok,pct(sum=97.8)
2017-12-31,Australia,EWA US Equity,37.709,0.0,70,ok,pct(sum=99.7)
2018-03-31,Australia,EWA US Equity,36.5477,0.0,71,ok,pct(sum=99.0)
2018-06-30,Australia,EWA US Equity,34.7751,0.0,71,ok,pct(sum=99.1)
2018-09-30,Australia,EWA US Equity,34.6874,0.0,72,ok,pct(sum=99.0)
2018-12-31,Australia,EWA US Equity,36.3193,0.0,73,ok,pct(sum=99.7)
2019-03-31,Australia,EWA US Equity,36.3825,0.0,71,ok,pct(sum=98.8)
2019-06-30,Australia,EWA US Equity,35.6532,0.0,73,ok,pct(sum=99.3)
2019-09-30,Australia,EWA US Equity,34.8216,0.0,74,ok,pct(sum=99.5)
2019-12-31,Australia,EWA US Equity,34.6791,0.2275,75,ok,pct(sum=99.5)
2020-03-31,Australia,EWA US Equity,39.3803,0.2224,71,ok,pct(sum=98.7)
2020-06-30,Australia,EWA US Equity,37.4855,0.214,67,ok,pct(sum=99.7)
2020-09-30,Australia,EWA US Equity,36.8237,0.2992,65,ok,pct(sum=99.1)
2020-12-31,Australia,EWA US Equity,37.5364,1.5434,65,ok,pct(sum=100.0)
2021-03-31,Australia,EWA US Equity,38.2463,1.2922,68,ok,pct(sum=99.3)
2021-06-30,Australia,EWA US Equity,38.595,1.3924,66,ok,pct(sum=99.4)
2021-09-30,Australia,EWA US Equity,37.7238,1.6136,67,ok,pct(sum=99.1)
2021-12-31,Australia,EWA US Equity,37.2233,1.665,64,ok,pct(sum=99.8)
2022-03-31,Australia,EWA US Equity,43.3647,1.2013,62,ok,pct(sum=99.3)
2022-06-30,Australia,EWA US Equity,41.664,1.0178,61,ok,pct(sum=99.5)
2022-09-30,Australia,EWA US Equity,42.4682,1.1434,61,ok,pct(sum=99.0)
2022-12-31,Australia,EWA US Equity,43.1794,1.0136,60,ok,pct(sum=99.8)
2023-03-31,Australia,EWA US Equity,40.9209,1.2513,60,ok,pct(sum=98.7)
2023-06-30,Australia,EWA US Equity,39.875,1.7555,60,ok,pct(sum=99.4)
2023-09-30,Australia,EWA US Equity,39.8139,1.5771,60,ok,pct(sum=98.6)
2023-12-31,Australia,EWA US Equity,41.843,1.5866,59,ok,pct(sum=99.8)
2024-03-31,Australia,EWA US Equity,40.0791,1.8266,59,ok,pct(sum=98.6)
2024-06-30,Australia,EWA US Equity,41.703,1.9479,59,ok,pct(sum=99.4)
2024-09-30,Australia,EWA US Equity,41.559,2.2489,58,ok,pct(sum=99.0)
2024-12-31,Australia,EWA US Equity,42.5892,2.4324,55,ok,pct(sum=99.7)
2025-03-31,Australia,EWA US Equity,43.0648,2.0655,49,ok,pct(sum=99.3)
2025-06-30,Australia,EWA US Equity,42.7405,2.4225,48,ok,pct(sum=100.0)
2025-09-30,Australia,EWA US Equity,43.1023,2.1944,47,ok,pct(sum=100.0)
2025-12-31,Australia,EWA US Equity,44.4358,1.6699,46,ok,pct(sum=100.0)
2026-03-31,Australia,EWA US Equity,46.7761,1.0559,46,ok,pct(sum=100.0)
2026-06-30,Australia,EWA US Equity,45.5129,0.8959,47,ok,pct(sum=100.0)
2016-06-30,Brazil,EWZ US Equity,36.2294,0.5257,60,ok,pct(sum=100.0)
2016-09-30,Brazil,EWZ US Equity,37.7987,0.4663,60,ok,pct(sum=100.0)
2016-12-31,Brazil,EWZ US Equity,37.9888,0.0,58,ok,pct(sum=100.0)
2017-03-31,Brazil,EWZ US Equity,37.8938,0.0,57,ok,pct(sum=100.0)
2017-06-30,Brazil,EWZ US Equity,37.2489,0.0,57,ok,pct(sum=100.0)
2017-09-30,Brazil,EWZ US Equity,40.536,0.0,56,ok,pct(sum=100.0)
2017-12-31,Brazil,EWZ US Equity,42.6152,0.0,55,ok,pct(sum=100.0)
2018-03-31,Brazil,EWZ US Equity,39.589,0.0,55,ok,pct(sum=99.7)
2018-06-30,Brazil,EWZ US Equity,38.2444,0.0,57,ok,pct(sum=99.7)
2018-09-30,Brazil,EWZ US Equity,40.455,0.0,57,ok,pct(sum=99.5)
2018-12-31,Brazil,EWZ US Equity,38.6226,0.0,55,ok,pct(sum=99.2)
2019-03-31,Brazil,EWZ US Equity,40.7519,0.0,52,ok,pct(sum=99.6)
2019-06-30,Brazil,EWZ US Equity,39.7027,0.0,55,ok,pct(sum=99.5)
2019-09-30,Brazil,EWZ US Equity,35.8746,0.0,58,ok,pct(sum=100.0)
2019-12-31,Brazil,EWZ US Equity,35.0004,0.0,59,ok,pct(sum=99.3)
2020-03-31,Brazil,EWZ US Equity,35.6562,0.0,54,ok,pct(sum=99.3)
2020-06-30,Brazil,EWZ US Equity,35.7254,0.0,56,ok,pct(sum=99.4)
2020-09-30,Brazil,EWZ US Equity,35.4329,0.0,55,ok,pct(sum=99.2)
2020-12-31,Brazil,EWZ US Equity,39.0166,0.4676,53,ok,pct(sum=100.0)
2021-03-31,Brazil,EWZ US Equity,38.9837,0.491,52,ok,pct(sum=99.6)
2021-06-30,Brazil,EWZ US Equity,41.428,0.593,54,ok,pct(sum=99.2)
2021-09-30,Brazil,EWZ US Equity,38.8526,0.7082,53,ok,pct(sum=97.9)
2021-12-31,Brazil,EWZ US Equity,41.9641,0.6157,50,ok,pct(sum=99.4)
2022-03-31,Brazil,EWZ US Equity,43.9523,0.7498,50,ok,pct(sum=99.6)
2022-06-30,Brazil,EWZ US Equity,43.1417,0.5929,49,ok,pct(sum=98.5)
2022-09-30,Brazil,EWZ US Equity,42.9863,0.7045,49,ok,pct(sum=99.7)
2022-12-31,Brazil,EWZ US Equity,42.2203,0.6652,50,ok,pct(sum=98.2)
2023-03-31,Brazil,EWZ US Equity,43.0644,0.7424,48,ok,pct(sum=99.5)
2023-06-30,Brazil,EWZ US Equity,38.3255,0.6978,47,ok,pct(sum=98.4)
2023-09-30,Brazil,EWZ US Equity,40.9843,0.6388,48,ok,pct(sum=99.0)
2023-12-31,Brazil,EWZ US Equity,40.2661,0.7174,49,ok,pct(sum=98.5)
2024-03-31,Brazil,EWZ US Equity,39.5283,0.6469,49,ok,pct(sum=99.5)
2024-06-30,Brazil,EWZ US Equity,41.9486,0.7643,50,ok,pct(sum=98.6)
2024-09-30,Brazil,EWZ US Equity,41.3901,0.6838,53,ok,pct(sum=99.0)
2024-12-31,Brazil,EWZ US Equity,40.9475,0.7092,49,ok,pct(sum=98.7)
2025-03-31,Brazil,EWZ US Equity,40.3751,0.9748,45,ok,pct(sum=99.5)
2025-06-30,Brazil,EWZ US Equity,40.0072,1.1818,44,ok,pct(sum=99.8)
2025-09-30,Brazil,EWZ US Equity,41.8796,1.2325,43,ok,pct(sum=99.9)
2025-12-31,Brazil,EWZ US Equity,41.7202,1.0408,46,ok,pct(sum=99.9)
2026-03-31,Brazil,EWZ US Equity,42.7497,0.769,45,ok,pct(sum=99.9)
2026-06-30,Brazil,EWZ US Equity,40.8822,0.0,47,ok,pct(sum=99.9)
2016-06-30,Canada,EWC US Equity,27.986,2.4027,94,ok,pct(sum=99.7)
2016-09-30,Canada,EWC US Equity,28.1098,2.5737,94,ok,pct(sum=99.5)
2016-12-31,Canada,EWC US Equity,29.619,2.4773,95,ok,pct(sum=99.3)
2017-03-31,Canada,EWC US Equity,30.5844,2.4901,94,ok,pct(sum=99.0)
2017-06-30,Canada,EWC US Equity,30.5052,3.1936,95,ok,pct(sum=99.2)
2017-09-30,Canada,EWC US Equity,30.1285,2.7109,95,ok,pct(sum=99.3)
2017-12-31,Canada,EWC US Equity,29.9267,3.2546,93,ok,pct(sum=99.6)
2018-03-31,Canada,EWC US Equity,30.2188,4.0648,92,ok,pct(sum=99.7)
2018-06-30,Canada,EWC US Equity,29.418,4.2124,91,ok,pct(sum=99.5)
2018-09-30,Canada,EWC US Equity,30.5173,4.3973,92,ok,pct(sum=99.6)
2018-12-31,Canada,EWC US Equity,30.0903,4.4449,92,ok,pct(sum=99.5)
2019-03-31,Canada,EWC US Equity,29.2215,4.9926,93,ok,pct(sum=99.6)
2019-06-30,Canada,EWC US Equity,29.5424,5.6605,90,ok,pct(sum=99.6)
2019-09-30,Canada,EWC US Equity,29.2872,5.6914,91,ok,pct(sum=99.6)
2019-12-31,Canada,EWC US Equity,28.0917,6.1714,91,ok,pct(sum=99.5)
2020-03-31,Canada,EWC US Equity,29.0143,7.8261,90,ok,pct(sum=99.4)
2020-06-30,Canada,EWC US Equity,29.6601,11.6178,86,ok,pct(sum=99.6)
2020-09-30,Canada,EWC US Equity,29.514,11.6103,87,ok,pct(sum=99.5)
2020-12-31,Canada,EWC US Equity,29.355,11.343,89,ok,pct(sum=100.0)
2021-03-31,Canada,EWC US Equity,29.5225,10.5932,90,ok,pct(sum=99.6)
2021-06-30,Canada,EWC US Equity,30.7444,12.5684,93,ok,pct(sum=99.7)
2021-09-30,Canada,EWC US Equity,30.2912,12.3045,92,ok,pct(sum=99.7)
2021-12-31,Canada,EWC US Equity,29.758,11.4551,90,ok,pct(sum=99.6)
2022-03-31,Canada,EWC US Equity,27.1346,6.9383,89,ok,pct(sum=99.6)
2022-06-30,Canada,EWC US Equity,27.0331,5.5646,89,ok,pct(sum=99.6)
2022-09-30,Canada,EWC US Equity,27.2704,5.4074,89,ok,pct(sum=99.6)
2022-12-31,Canada,EWC US Equity,26.9919,6.0607,89,ok,pct(sum=99.6)
2023-03-31,Canada,EWC US Equity,25.4996,7.3908,89,ok,pct(sum=99.6)
2023-06-30,Canada,EWC US Equity,25.8534,8.711,88,ok,pct(sum=99.6)
2023-09-30,Canada,EWC US Equity,25.3986,8.0586,89,ok,pct(sum=99.6)
2023-12-31,Canada,EWC US Equity,26.0046,9.5469,90,ok,pct(sum=99.6)
2024-03-31,Canada,EWC US Equity,25.2831,9.4508,90,ok,pct(sum=99.6)
2024-06-30,Canada,EWC US Equity,24.6272,8.9905,89,ok,pct(sum=99.6)
2024-09-30,Canada,EWC US Equity,25.6379,9.4501,87,ok,pct(sum=99.7)
2024-12-31,Canada,EWC US Equity,26.8113,10.9824,86,ok,pct(sum=99.7)
2025-03-31,Canada,EWC US Equity,25.8481,10.5736,83,ok,pct(sum=99.7)
2025-06-30,Canada,EWC US Equity,26.4215,11.1589,84,ok,pct(sum=100.0)
2025-09-30,Canada,EWC US Equity,27.827,11.3686,84,ok,pct(sum=100.0)
2025-12-31,Canada,EWC US Equity,28.3057,11.0803,84,ok,pct(sum=100.0)
2026-03-31,Canada,EWC US Equity,26.2337,8.3653,84,ok,pct(sum=100.0)
2026-06-30,Canada,EWC US Equity,29.2563,7.9962,84,ok,pct(sum=100.0)
2016-06-30,Chile,ECH US Equity,32.6052,1.8924,33,ok,pct(sum=100.0)
2016-09-30,Chile,ECH US Equity,34.7615,1.9682,32,ok,pct(sum=100.0)
2016-12-31,Chile,ECH US Equity,38.6346,1.7749,31,ok,pct(sum=100.0)
2017-03-31,Chile,ECH US Equity,37.5162,1.5792,31,ok,pct(sum=100.0)
2017-06-30,Chile,ECH US Equity,37.5335,1.5593,32,ok,pct(sum=100.0)
2017-09-30,Chile,ECH US Equity,38.5093,1.6243,32,ok,pct(sum=100.0)
2017-12-31,Chile,ECH US Equity,38.0806,1.5529,33,ok,pct(sum=100.0)
2018-03-31,Chile,ECH US Equity,37.8996,1.5057,32,ok,pct(sum=97.8)
2018-06-30,Chile,ECH US Equity,41.5496,1.3284,34,ok,pct(sum=100.0)
2018-09-30,Chile,ECH US Equity,39.9966,1.3622,34,ok,pct(sum=100.0)
2018-12-31,Chile,ECH US Equity,39.3904,1.5496,36,ok,pct(sum=100.0)
2019-03-31,Chile,ECH US Equity,38.2623,1.42,35,ok,pct(sum=99.9)
2019-06-30,Chile,ECH US Equity,35.0159,1.3856,35,ok,pct(sum=100.0)
2019-09-30,Chile,ECH US Equity,40.7189,1.2044,33,ok,pct(sum=100.0)
2019-12-31,Chile,ECH US Equity,42.9841,0.98,33,ok,pct(sum=100.2)
2020-03-31,Chile,ECH US Equity,43.6304,0.9304,32,ok,pct(sum=99.9)
2020-06-30,Chile,ECH US Equity,43.1594,1.0101,31,ok,pct(sum=100.0)
2020-09-30,Chile,ECH US Equity,43.5886,1.2717,31,ok,pct(sum=100.0)
2020-12-31,Chile,ECH US Equity,44.9132,1.0409,30,ok,pct(sum=100.0)
2021-03-31,Chile,ECH US Equity,42.9192,1.0931,31,ok,pct(sum=97.8)
2021-06-30,Chile,ECH US Equity,43.3968,1.1822,31,ok,pct(sum=100.0)
2021-09-30,Chile,ECH US Equity,45.1563,0.981,32,ok,pct(sum=98.7)
2021-12-31,Chile,ECH US Equity,46.143,0.0,26,ok,pct(sum=99.4)
2022-03-31,Chile,ECH US Equity,53.8394,0.0,24,ok,pct(sum=99.3)
2022-06-30,Chile,ECH US Equity,49.092,0.0,26,ok,pct(sum=99.5)
2022-09-30,Chile,ECH US Equity,50.9689,0.0,25,ok,pct(sum=99.8)
2022-12-31,Chile,ECH US Equity,45.3892,0.0,26,ok,pct(sum=99.7)
2023-03-31,Chile,ECH US Equity,44.7321,0.0,27,ok,pct(sum=99.6)
2023-06-30,Chile,ECH US Equity,47.2028,0.0,26,ok,pct(sum=99.8)
2023-09-30,Chile,ECH US Equity,47.3674,0.0,28,ok,pct(sum=99.4)
2023-12-31,Chile,ECH US Equity,44.5286,0.0,28,ok,pct(sum=100.0)
2024-03-31,Chile,ECH US Equity,44.1222,0.0,29,ok,pct(sum=99.4)
2024-06-30,Chile,ECH US Equity,42.5312,0.0,29,ok,pct(sum=100.0)
2024-09-30,Chile,ECH US Equity,44.9906,0.0,28,ok,pct(sum=100.0)
2024-12-31,Chile,ECH US Equity,46.9299,0.0,27,ok,pct(sum=99.9)
2025-03-31,Chile,ECH US Equity,45.131,0.0,26,ok,pct(sum=99.9)
2025-06-30,Chile,ECH US Equity,45.3879,0.0,26,ok,pct(sum=100.0)
2025-09-30,Chile,ECH US Equity,46.8959,0.0,26,ok,pct(sum=100.0)
2025-12-31,Chile,ECH US Equity,47.8334,0.0,27,ok,pct(sum=100.0)
2026-03-31,Chile,ECH US Equity,46.6698,0.0,26,ok,pct(sum=100.0)
2026-06-30,Chile,ECH US Equity,47.2204,0.0,25,ok,pct(sum=99.9)
2016-06-30,ChinaA,ASHR US Equity,12.9632,6.9714,301,ok,pct(sum=100.0)
2016-09-30,ChinaA,ASHR US Equity,13.5806,6.6689,300,ok,pct(sum=100.0)
2016-12-31,ChinaA,ASHR US Equity,12.5737,7.1158,300,ok,pct(sum=100.0)
2017-03-31,ChinaA,ASHR US Equity,12.5238,7.2038,301,ok,pct(sum=100.0)
2017-06-30,ChinaA,ASHR US Equity,13.7383,7.8661,303,ok,pct(sum=100.0)
2017-09-30,ChinaA,ASHR US Equity,14.0129,7.9965,303,ok,pct(sum=100.0)
2017-12-31,ChinaA,ASHR US Equity,15.9349,7.929,303,ok,pct(sum=100.0)
2018-03-31,ChinaA,ASHR US Equity,16.088,8.2105,301,ok,pct(sum=100.0)
2018-06-30,ChinaA,ASHR US Equity,15.7797,7.1712,303,ok,pct(sum=96.3)
2018-09-30,ChinaA,ASHR US Equity,17.433,7.1985,302,ok,pct(sum=99.4)
2018-12-31,ChinaA,ASHR US Equity,15.8649,7.3772,304,ok,pct(sum=98.2)
2019-03-31,ChinaA,ASHR US Equity,17.0769,8.3375,301,ok,pct(sum=99.8)
2019-06-30,ChinaA,ASHR US Equity,19.1099,7.9235,301,ok,pct(sum=100.5)
2019-09-30,ChinaA,ASHR US Equity,19.4311,8.9163,300,ok,pct(sum=99.8)
2019-12-31,ChinaA,ASHR US Equity,18.3308,9.7047,300,ok,pct(sum=99.7)
2020-03-31,ChinaA,ASHR US Equity,17.4708,10.7971,300,ok,pct(sum=99.8)
2020-06-30,ChinaA,ASHR US Equity,17.2498,14.5413,300,ok,pct(sum=100.9)
2020-09-30,ChinaA,ASHR US Equity,17.2619,13.3852,300,ok,pct(sum=99.8)
2020-12-31,ChinaA,ASHR US Equity,18.0856,14.6069,300,ok,pct(sum=100.0)
2021-03-31,ChinaA,ASHR US Equity,17.6876,12.9078,289,ok,pct(sum=97.7)
2021-06-30,ChinaA,ASHR US Equity,16.8539,15.6299,290,ok,pct(sum=99.1)
2021-09-30,ChinaA,ASHR US Equity,15.5562,15.3797,290,ok,pct(sum=99.7)
2021-12-31,ChinaA,ASHR US Equity,16.6927,15.8532,291,ok,pct(sum=99.7)
2022-03-31,ChinaA,ASHR US Equity,16.7506,14.1708,289,ok,pct(sum=99.8)
2022-06-30,ChinaA,ASHR US Equity,16.5025,15.5332,288,ok,pct(sum=99.6)
2022-09-30,ChinaA,ASHR US Equity,16.4982,15.0323,288,ok,pct(sum=99.8)
2022-12-31,ChinaA,ASHR US Equity,16.021,15.4496,288,ok,pct(sum=100.0)
2023-03-31,ChinaA,ASHR US Equity,15.5531,17.3703,288,ok,pct(sum=99.8)
2023-06-30,ChinaA,ASHR US Equity,15.3102,17.5651,288,ok,pct(sum=99.2)
2023-09-30,ChinaA,ASHR US Equity,16.1197,15.9696,288,ok,pct(sum=100.0)
2023-12-31,ChinaA,ASHR US Equity,14.8114,16.8392,286,ok,pct(sum=100.0)
2024-03-31,ChinaA,ASHR US Equity,15.2966,15.7456,286,ok,pct(sum=100.0)
2024-06-30,ChinaA,ASHR US Equity,14.8635,15.9162,286,ok,pct(sum=100.0)
2024-09-30,ChinaA,ASHR US Equity,15.4103,15.1859,286,ok,pct(sum=96.5)
2024-12-31,ChinaA,ASHR US Equity,15.0655,17.3031,285,ok,pct(sum=100.0)
2025-03-31,ChinaA,ASHR US Equity,15.4395,16.9665,285,ok,pct(sum=100.0)
2025-06-30,ChinaA,ASHR US Equity,14.9363,17.0966,284,ok,pct(sum=99.5)
2025-09-30,ChinaA,ASHR US Equity,14.5065,22.348,285,ok,pct(sum=100.0)
2025-12-31,ChinaA,ASHR US Equity,15.164,23.0908,285,ok,pct(sum=100.0)
2026-03-31,ChinaA,ASHR US Equity,15.4458,22.6407,285,ok,pct(sum=100.0)
2026-06-30,ChinaA,ASHR US Equity,15.5937,35.6411,284,ok,pct(sum=95.8)
2016-06-30,ChinaH,MCHI US Equity,39.0181,1.5714,153,ok,pct(sum=100.0)
2016-09-30,ChinaH,MCHI US Equity,41.8059,1.6485,149,ok,pct(sum=100.0)
2016-12-31,ChinaH,MCHI US Equity,39.4061,2.0287,151,ok,pct(sum=100.0)
2017-03-31,ChinaH,MCHI US Equity,39.5714,2.1084,150,ok,pct(sum=100.0)
2017-06-30,ChinaH,MCHI US Equity,41.6214,2.0247,152,ok,pct(sum=100.0)
2017-09-30,ChinaH,MCHI US Equity,43.2901,2.3364,151,ok,pct(sum=100.0)
2017-12-31,ChinaH,MCHI US Equity,43.3637,2.5518,154,ok,pct(sum=100.0)
2018-03-31,ChinaH,MCHI US Equity,43.6403,2.5471,155,ok,pct(sum=100.0)
2018-06-30,ChinaH,MCHI US Equity,41.1696,2.7038,288,ok,pct(sum=99.3)
2018-09-30,ChinaH,MCHI US Equity,39.2511,2.5568,294,ok,pct(sum=99.6)
2018-12-31,ChinaH,MCHI US Equity,40.589,2.2061,303,ok,pct(sum=99.9)
2019-03-31,ChinaH,MCHI US Equity,40.1362,2.6433,309,ok,pct(sum=100.0)
2019-06-30,ChinaH,MCHI US Equity,40.0675,2.6295,392,ok,pct(sum=99.1)
2019-09-30,ChinaH,MCHI US Equity,38.8632,3.3948,463,ok,pct(sum=99.7)
2019-12-31,ChinaH,MCHI US Equity,39.3285,4.0225,597,ok,pct(sum=100.7)
2020-03-31,ChinaH,MCHI US Equity,41.0324,4.2761,603,ok,pct(sum=100.0)
2020-06-30,ChinaH,MCHI US Equity,41.4498,4.9431,608,ok,pct(sum=99.4)
2020-09-30,ChinaH,MCHI US Equity,43.0599,4.9863,608,ok,pct(sum=99.9)
2020-12-31,ChinaH,MCHI US Equity,37.1833,6.5104,602,ok,pct(sum=100.0)
2021-03-31,ChinaH,MCHI US Equity,38.3702,5.8131,598,ok,pct(sum=100.0)
2021-06-30,ChinaH,MCHI US Equity,35.5302,6.3213,602,ok,pct(sum=99.5)
2021-09-30,ChinaH,MCHI US Equity,32.656,6.8593,614,ok,pct(sum=99.9)
2021-12-31,ChinaH,MCHI US Equity,31.9645,7.1458,629,ok,pct(sum=100.0)
2022-03-31,ChinaH,MCHI US Equity,32.0974,6.205,633,ok,pct(sum=100.0)
2022-06-30,ChinaH,MCHI US Equity,31.3021,5.9084,615,ok,pct(sum=99.1)
2022-09-30,ChinaH,MCHI US Equity,31.33,5.3916,620,ok,pct(sum=99.7)
2022-12-31,ChinaH,MCHI US Equity,31.7676,5.7405,625,ok,pct(sum=99.7)
2023-03-31,ChinaH,MCHI US Equity,32.4081,6.1277,628,ok,pct(sum=99.9)
2023-06-30,ChinaH,MCHI US Equity,30.8396,6.2348,646,ok,pct(sum=99.1)
2023-09-30,ChinaH,MCHI US Equity,31.7084,5.7605,648,ok,pct(sum=99.6)
2023-12-31,ChinaH,MCHI US Equity,32.187,6.6491,662,ok,pct(sum=99.8)
2024-03-31,ChinaH,MCHI US Equity,32.6981,6.0673,662,ok,pct(sum=100.0)
2024-06-30,ChinaH,MCHI US Equity,35.4198,5.7999,655,ok,pct(sum=98.9)
2024-09-30,ChinaH,MCHI US Equity,37.3535,5.7391,595,ok,pct(sum=99.9)
2024-12-31,ChinaH,MCHI US Equity,35.8086,7.4124,580,ok,pct(sum=99.7)
2025-03-31,ChinaH,MCHI US Equity,39.272,8.0959,564,ok,pct(sum=100.0)
2025-06-30,ChinaH,MCHI US Equity,38.6544,9.0134,551,ok,pct(sum=100.0)
2025-09-30,ChinaH,MCHI US Equity,41.0236,8.8794,555,ok,pct(sum=100.0)
2025-12-31,ChinaH,MCHI US Equity,37.8235,8.1438,560,ok,pct(sum=99.9)
2026-03-31,ChinaH,MCHI US Equity,34.6984,8.9159,577,ok,pct(sum=99.9)
2026-06-30,ChinaH,MCHI US Equity,30.7947,13.761,573,ok,pct(sum=100.0)
2016-06-30,Denmark,EDEN US Equity,46.4018,0.0,43,ok,pct(sum=99.5)
2016-09-30,Denmark,EDEN US Equity,45.4077,0.0,43,ok,pct(sum=99.2)
2016-12-31,Denmark,EDEN US Equity,49.9035,0.0,44,ok,pct(sum=99.3)
2017-03-31,Denmark,EDEN US Equity,46.5298,0.0,44,ok,pct(sum=99.0)
2017-06-30,Denmark,EDEN US Equity,47.1909,0.0,46,ok,pct(sum=99.1)
2017-09-30,Denmark,EDEN US Equity,47.2844,0.0,46,ok,pct(sum=99.1)
2017-12-31,Denmark,EDEN US Equity,45.4729,0.0,47,ok,pct(sum=99.0)
2018-03-31,Denmark,EDEN US Equity,43.9041,0.0,46,ok,pct(sum=98.6)
2018-06-30,Denmark,EDEN US Equity,43.9507,0.0,45,ok,pct(sum=98.8)
2018-09-30,Denmark,EDEN US Equity,43.7301,0.0,45,ok,pct(sum=98.7)
2018-12-31,Denmark,EDEN US Equity,43.8877,0.6305,44,ok,pct(sum=99.0)
2019-03-31,Denmark,EDEN US Equity,43.7868,0.6282,44,ok,pct(sum=98.6)
2019-06-30,Denmark,EDEN US Equity,45.9584,0.6955,46,ok,pct(sum=98.3)
2019-09-30,Denmark,EDEN US Equity,46.0338,0.7202,46,ok,pct(sum=98.1)
2019-12-31,Denmark,EDEN US Equity,46.1603,0.7604,46,ok,pct(sum=98.2)
2020-03-31,Denmark,EDEN US Equity,50.2811,0.8476,46,ok,pct(sum=97.5)
2020-06-30,Denmark,EDEN US Equity,46.4953,1.1094,46,ok,pct(sum=98.5)
2020-09-30,Denmark,EDEN US Equity,50.6554,1.1326,46,ok,pct(sum=99.3)
2020-12-31,Denmark,EDEN US Equity,49.8239,1.2208,46,ok,pct(sum=100.0)
2021-03-31,Denmark,EDEN US Equity,47.5203,1.1425,47,ok,pct(sum=99.1)
2021-06-30,Denmark,EDEN US Equity,48.8854,1.2704,49,ok,pct(sum=99.4)
2021-09-30,Denmark,EDEN US Equity,48.8234,1.637,49,ok,pct(sum=99.5)
2021-12-31,Denmark,EDEN US Equity,47.4369,1.7199,50,ok,pct(sum=99.5)
2022-03-31,Denmark,EDEN US Equity,49.1433,1.2318,50,ok,pct(sum=99.2)
2022-06-30,Denmark,EDEN US Equity,46.599,1.4659,50,ok,pct(sum=99.1)
2022-09-30,Denmark,EDEN US Equity,49.4045,1.2076,49,ok,pct(sum=99.3)
2022-12-31,Denmark,EDEN US Equity,49.3199,1.1822,49,ok,pct(sum=99.3)
2023-03-31,Denmark,EDEN US Equity,48.1432,1.1339,49,ok,pct(sum=98.2)
2023-06-30,Denmark,EDEN US Equity,45.2917,1.42,51,ok,pct(sum=99.2)
2023-09-30,Denmark,EDEN US Equity,45.6971,1.5524,48,ok,pct(sum=99.1)
2023-12-31,Denmark,EDEN US Equity,42.8491,1.2703,47,ok,pct(sum=99.3)
2024-03-31,Denmark,EDEN US Equity,42.814,1.4548,46,ok,pct(sum=98.9)
2024-06-30,Denmark,EDEN US Equity,42.6547,1.3176,46,ok,pct(sum=99.2)
